,referer,receiver,shared_Count,Unique_Beneficiaries,Number_Same_Day_Visits,Type_referer,State_referer,Type_receiver,State_receiver,Taxonomy_Code,Grouping,Classification,Specialization
15528,1073507315,1679782668,30,18,2,1.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15529,1073776407,1679782668,16,12,10,1.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15530,1073826491,1679782668,136,64,30,1.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15531,1083600340,1679782668,27,11,4,2.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15532,1083690994,1679782668,51,38,16,1.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15533,1083724389,1679782668,84,51,66,1.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15534,1104804699,1679782668,20,12,1,2.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15535,1104831833,1679782668,269,183,153,1.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15536,1114006939,1679782668,20,13,6,2.0,AR,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15537,1114051661,1679782668,20,12,1,1.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15538,1114076296,1679782668,115,52,42,2.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15539,1114933215,1679782668,41,32,16,1.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15540,1114973161,1679782668,82,30,18,1.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15541,1124357926,1679782668,65,40,10,1.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15542,1144236787,1679782668,19,16,1,1.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15543,1144336819,1679782668,54,34,25,1.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15544,1154406619,1679782668,46,16,3,2.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15545,1164423380,1679782668,42,18,7,1.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15546,1164604138,1679782668,103,50,33,1.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15547,1174538730,1679782668,69,54,29,1.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15548,1174552954,1679782668,32,13,8,1.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15549,1174567176,1679782668,29,13,1,1.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15550,1194703017,1679782668,38,22,0,1.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15551,1205883022,1679782668,29,14,8,1.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15552,1215062518,1679782668,26,13,12,1.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15553,1215148168,1679782668,85,29,0,1.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15554,1215943345,1679782668,426,278,167,1.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15555,1215943535,1679782668,23,14,3,1.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15556,1225096621,1679782668,29,14,3,1.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15557,1225149990,1679782668,26,13,1,1.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15558,1225171804,1679782668,34,12,2,1.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15559,1245226216,1679782668,21,12,3,1.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15560,1245289263,1679782668,47,13,7,1.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15561,1255546487,1679782668,30,12,0,1.0,OH,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15562,1265404750,1679782668,36,14,0,1.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15563,1265594485,1679782668,67,39,28,2.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15564,1275731143,1679782668,31,14,3,1.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15565,1285628867,1679782668,73,32,1,1.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15566,1285655100,1679782668,22,16,1,2.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15567,1285670596,1679782668,308,149,93,1.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15568,1306011937,1679782668,68,46,48,1.0,OK,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15569,1306852371,1679782668,132,99,25,1.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15570,1316917263,1679782668,23,15,9,2.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15571,1336247915,1679782668,43,21,8,1.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15572,1336359017,1679782668,25,13,1,1.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15573,1346284106,1679782668,22,19,11,1.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15574,1346375870,1679782668,119,77,90,1.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15575,1356393268,1679782668,29,22,2,2.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15576,1356473797,1679782668,96,31,19,1.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15577,1356482350,1679782668,19,17,10,1.0,KY,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15578,1366644163,1679782668,149,111,51,1.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15579,1366672834,1679782668,39,12,0,1.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15580,1376539320,1679782668,89,24,27,2.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15581,1376693754,1679782668,32,17,7,1.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15582,1386604361,1679782668,50,35,36,1.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15583,1386736379,1679782668,237,121,116,1.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15584,1386923167,1679782668,46,24,24,1.0,NC,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15585,1407125370,1679782668,30,26,5,1.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15586,1407158678,1679782668,23,15,8,2.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15587,1407806599,1679782668,179,100,72,1.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15588,1407880677,1679782668,14,11,0,1.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15589,1427010735,1679782668,89,34,24,1.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15590,1427025311,1679782668,37,21,1,1.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15591,1447288360,1679782668,19,13,13,2.0,IL,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15592,1447530597,1679782668,47,23,19,1.0,NC,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15593,1457367526,1679782668,15,12,1,1.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15594,1457487712,1679782668,88,59,68,1.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15595,1467412726,1679782668,411,183,8,2.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15596,1467422113,1679782668,41,31,16,1.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15597,1467489435,1679782668,78,46,43,1.0,AZ,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15598,1467542571,1679782668,81,17,2,1.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15599,1467557488,1679782668,22,18,2,2.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15600,1477537975,1679782668,82,17,6,1.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15601,1487655791,1679782668,33,13,2,1.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15602,1487660007,1679782668,77,63,45,1.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15603,1487858676,1679782668,34,21,6,1.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15604,1487883666,1679782668,42,34,9,1.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15605,1497761449,1679782668,98,71,33,1.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15606,1518090125,1679782668,93,34,4,1.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15607,1518951060,1679782668,55,24,1,1.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15608,1528148491,1679782668,333,138,114,1.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15609,1528224417,1679782668,40,19,14,1.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15610,1528292406,1679782668,159,73,42,1.0,MD,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15611,1538175203,1679782668,45,33,19,1.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15612,1548214216,1679782668,28,13,13,1.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15613,1548263478,1679782668,13,11,9,2.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15614,1548456122,1679782668,55,18,0,1.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15615,1558668640,1679782668,183,72,65,1.0,OK,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15616,1568470888,1679782668,32,12,3,1.0,CA,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15617,1568682722,1679782668,20,11,15,1.0,CO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15618,1578528618,1679782668,106,45,6,1.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15619,1578533840,1679782668,32,25,17,1.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15620,1578589412,1679782668,19,11,15,1.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15621,1578724068,1679782668,39,23,26,1.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15622,1588670178,1679782668,73,59,27,1.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15623,1588670913,1679782668,152,84,21,1.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15624,1598708331,1679782668,48,34,0,2.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15625,1598711772,1679782668,28,18,0,1.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15626,1598820268,1679782668,38,21,20,1.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15627,1598902728,1679782668,100,36,19,1.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15628,1598963761,1679782668,17,11,4,1.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15629,1598973778,1679782668,185,85,103,1.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15630,1609812445,1679782668,32,24,0,2.0,KS,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15631,1609823467,1679782668,84,51,47,1.0,OH,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15632,1609862895,1679782668,17,12,1,1.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15633,1609895911,1679782668,32,15,0,1.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15634,1619179991,1679782668,39,34,16,1.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15635,1629023239,1679782668,99,65,23,1.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15636,1629111729,1679782668,14,12,0,2.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15637,1629173554,1679782668,41,24,4,1.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15638,1629270194,1679782668,34,23,19,1.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15639,1629359427,1679782668,68,39,36,1.0,DC,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15640,1639120389,1679782668,118,43,17,1.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15641,1639183940,1679782668,26,25,4,1.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15642,1649213414,1679782668,29,15,7,1.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15643,1649299827,1679782668,38,18,0,2.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15644,1649320532,1679782668,28,16,2,1.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15645,1649335092,1679782668,65,28,24,1.0,IN,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15646,1649365917,1679782668,28,15,8,1.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15647,1659334167,1679782668,25,14,1,2.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15648,1659386308,1679782668,84,63,7,1.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15649,1679513733,1679782668,27,17,23,1.0,CA,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15650,1679551063,1679782668,51,12,6,1.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15651,1679565535,1679782668,37,28,25,1.0,FL,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15652,1689865636,1679782668,48,12,0,1.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15653,1699073122,1679782668,40,31,0,2.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15654,1699792234,1679782668,21,12,0,1.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15655,1700831724,1679782668,50,34,0,2.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15656,1700871142,1679782668,100,19,0,1.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15657,1710979588,1679782668,19,12,0,2.0,IL,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15658,1720018179,1679782668,143,76,0,1.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15659,1720359243,1679782668,34,18,0,2.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15660,1740361690,1679782668,168,51,0,2.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15661,1740389980,1679782668,71,20,0,1.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15662,1750382040,1679782668,84,28,0,1.0,IN,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15663,1760476519,1679782668,34,17,0,1.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15664,1760483036,1679782668,31,11,0,1.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15665,1780875393,1679782668,21,12,0,1.0,CA,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15666,1780981373,1679782668,14,13,0,1.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15667,1790735793,1679782668,24,11,0,1.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15668,1790761609,1679782668,37,25,0,1.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15669,1790770139,1679782668,53,21,0,1.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15670,1790828812,1679782668,15,12,0,2.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15671,1790875664,1679782668,18,15,0,2.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15672,1790988947,1679782668,153,75,0,1.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15673,1801856828,1679782668,45,12,0,1.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15674,1801990825,1679782668,106,57,0,2.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15675,1811006661,1679782668,1068,533,0,2.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15676,1811015480,1679782668,24,19,0,1.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15677,1811156219,1679782668,21,13,0,1.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15678,1821072976,1679782668,21,11,0,1.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15679,1821173287,1679782668,72,41,0,1.0,IL,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15680,1831217496,1679782668,29,22,0,1.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15681,1831224328,1679782668,40,23,0,1.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15682,1831269539,1679782668,85,46,0,2.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15683,1831392620,1679782668,16,11,0,1.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15684,1841471307,1679782668,18,12,0,1.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15685,1851368153,1679782668,85,20,0,1.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15686,1851475669,1679782668,35,22,0,1.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15687,1861528127,1679782668,41,24,0,1.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15688,1871595264,1679782668,31,20,0,1.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15689,1871707729,1679782668,29,14,0,1.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15690,1881739050,1679782668,25,13,0,1.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15691,1881813202,1679782668,94,30,0,1.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15692,1881851871,1679782668,54,34,0,1.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15693,1891735890,1679782668,24,13,0,1.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15694,1891771705,1679782668,16,12,0,1.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15695,1902812613,1679782668,58,42,0,1.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15696,1912971318,1679782668,23,15,0,1.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15697,1922048040,1679782668,29,14,0,1.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15698,1922105220,1679782668,21,17,0,1.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15699,1932184322,1679782668,18,12,0,2.0,OH,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15700,1932428943,1679782668,18,12,0,1.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15701,1932454956,1679782668,32,17,0,2.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15702,1942228028,1679782668,27,17,0,1.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
15703,1942337522,1679782668,33,11,0,1.0,MO,1.0,MO,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
